#timestep  time            dt               CD_p             CD_f             CL_p
     7100  1.57100000e+02  1.00000000e-03   2.81337476e-02   2.23650738e-02   3.91824194e-01
     7125  1.57125000e+02  1.00000000e-03   2.83632342e-02   2.23677963e-02   3.94167911e-01
     7150  1.57150000e+02  1.00000000e-03   2.85803342e-02   2.23767793e-02   3.96427117e-01
     7175  1.57175000e+02  1.00000000e-03   2.87835075e-02   2.23920280e-02   3.98585839e-01
     7200  1.57200000e+02  1.00000000e-03   2.89712787e-02   2.24134346e-02   4.00628410e-01
     7225  1.57225000e+02  1.00000000e-03   2.91422991e-02   2.24408031e-02   4.02539915e-01
     7250  1.57250000e+02  1.00000000e-03   2.92954193e-02   2.24738880e-02   4.04306725e-01
     7275  1.57275000e+02  1.00000000e-03   2.94297228e-02   2.25124249e-02   4.05916853e-01
     7300  1.57300000e+02  1.00000000e-03   2.95445177e-02   2.25561389e-02   4.07360098e-01
     7325  1.57325000e+02  1.00000000e-03   2.96393057e-02   2.26047398e-02   4.08628006e-01
     7350  1.57350000e+02  1.00000000e-03   2.97137611e-02   2.26579019e-02   4.09713783e-01
     7375  1.57375000e+02  1.00000000e-03   2.97677072e-02   2.27152443e-02   4.10612106e-01
     7400  1.57400000e+02  1.00000000e-03   2.98012516e-02   2.27762709e-02   4.11320002e-01
     7425  1.57425000e+02  1.00000000e-03   2.98143449e-02   2.28404204e-02   4.11834118e-01
     7450  1.57450000e+02  1.00000000e-03   2.98072418e-02   2.29070625e-02   4.12153624e-01
     7475  1.57475000e+02  1.00000000e-03   2.97802461e-02   2.29755556e-02   4.12278782e-01
     7500  1.57500000e+02  1.00000000e-03   2.97338438e-02   2.30453388e-02   4.12211679e-01
     7525  1.57525000e+02  1.00000000e-03   2.96687245e-02   2.31159383e-02   4.11956394e-01
     7550  1.57550000e+02  1.00000000e-03   2.95856593e-02   2.31869701e-02   4.11517923e-01
     7575  1.57575000e+02  1.00000000e-03   2.94856972e-02   2.32580559e-02   4.10903427e-01
     7600  1.57600000e+02  1.00000000e-03   2.93698371e-02   2.33288401e-02   4.10120101e-01
     7625  1.57625000e+02  1.00000000e-03   2.92390535e-02   2.33989428e-02   4.09175479e-01
     7650  1.57650000e+02  1.00000000e-03   2.90941727e-02   2.34679530e-02   4.08076660e-01
     7675  1.57675000e+02  1.00000000e-03   2.89359107e-02   2.35354507e-02   4.06830463e-01
     7700  1.57700000e+02  1.00000000e-03   2.87649907e-02   2.36010049e-02   4.05443993e-01
     7725  1.57725000e+02  1.00000000e-03   2.85821926e-02   2.36641965e-02   4.03924600e-01
     7750  1.57750000e+02  1.00000000e-03   2.83884620e-02   2.37246279e-02   4.02280238e-01
     7775  1.57775000e+02  1.00000000e-03   2.81849325e-02   2.37819388e-02   4.00519444e-01
     7800  1.57800000e+02  1.00000000e-03   2.79728404e-02   2.38358051e-02   3.98650912e-01
     7825  1.57825000e+02  1.00000000e-03   2.77534350e-02   2.38859257e-02   3.96683391e-01
     7850  1.57850000e+02  1.00000000e-03   2.75278643e-02   2.39320080e-02   3.94625616e-01
     7875  1.57875000e+02  1.00000000e-03   2.72970581e-02   2.39737536e-02   3.92486169e-01
     7900  1.57900000e+02  1.00000000e-03   2.70617345e-02   2.40108474e-02   3.90273843e-01
     7925  1.57925000e+02  1.00000000e-03   2.68224755e-02   2.40429609e-02   3.87998090e-01
     7950  1.57950000e+02  1.00000000e-03   2.65798872e-02   2.40697670e-02   3.85669648e-01
     7975  1.57975000e+02  1.00000000e-03   2.63347572e-02   2.40909663e-02   3.83300926e-01
     8000  1.58000000e+02  1.00000000e-03   2.60882151e-02   2.41063179e-02   3.80906325e-01
     8025  1.58025000e+02  1.00000000e-03   2.58418193e-02   2.41156636e-02   3.78502243e-01
     8050  1.58050000e+02  1.00000000e-03   2.55975294e-02   2.41189477e-02   3.76106692e-01
     8075  1.58075000e+02  1.00000000e-03   2.53575883e-02   2.41162135e-02   3.73738702e-01
     8100  1.58100000e+02  1.00000000e-03   2.51243404e-02   2.41075997e-02   3.71417631e-01
     8125  1.58125000e+02  1.00000000e-03   2.49000405e-02   2.40933130e-02   3.69162429e-01
     8150  1.58150000e+02  1.00000000e-03   2.46867260e-02   2.40736078e-02   3.66991113e-01
     8175  1.58175000e+02  1.00000000e-03   2.44861659e-02   2.40487521e-02   3.64920413e-01
     8200  1.58200000e+02  1.00000000e-03   2.42998914e-02   2.40190019e-02   3.62965688e-01
     8225  1.58225000e+02  1.00000000e-03   2.41292791e-02   2.39845973e-02   3.61141030e-01
     8250  1.58250000e+02  1.00000000e-03   2.39755979e-02   2.39457596e-02   3.59459243e-01
     8275  1.58275000e+02  1.00000000e-03   2.38400516e-02   2.39027113e-02   3.57932011e-01
     8300  1.58300000e+02  1.00000000e-03   2.37237493e-02   2.38556868e-02   3.56569867e-01
     8325  1.58325000e+02  1.00000000e-03   2.36276666e-02   2.38049401e-02   3.55382219e-01
     8350  1.58350000e+02  1.00000000e-03   2.35526594e-02   2.37507540e-02   3.54377504e-01
     8375  1.58375000e+02  1.00000000e-03   2.34994493e-02   2.36934308e-02   3.53563030e-01
     8400  1.58400000e+02  1.00000000e-03   2.34686841e-02   2.36332963e-02   3.52945064e-01
     8425  1.58425000e+02  1.00000000e-03   2.34608954e-02   2.35706887e-02   3.52528518e-01
     8450  1.58450000e+02  1.00000000e-03   2.34764628e-02   2.35059624e-02   3.52316895e-01
     8475  1.58475000e+02  1.00000000e-03   2.35154795e-02   2.34394725e-02   3.52311964e-01
     8500  1.58500000e+02  1.00000000e-03   2.35776770e-02   2.33715704e-02   3.52513771e-01
     8525  1.58525000e+02  1.00000000e-03   2.36624118e-02   2.33026160e-02   3.52920826e-01
     8550  1.58550000e+02  1.00000000e-03   2.37687373e-02   2.32329862e-02   3.53530385e-01
     8575  1.58575000e+02  1.00000000e-03   2.38955364e-02   2.31630996e-02   3.54338806e-01
     8600  1.58600000e+02  1.00000000e-03   2.40416505e-02   2.30934208e-02   3.55341672e-01
     8625  1.58625000e+02  1.00000000e-03   2.42060083e-02   2.30244644e-02   3.56533847e-01
     8650  1.58650000e+02  1.00000000e-03   2.43875939e-02   2.29567646e-02   3.57908914e-01
     8675  1.58675000e+02  1.00000000e-03   2.45853554e-02   2.28908492e-02   3.59458676e-01
     8700  1.58700000e+02  1.00000000e-03   2.47980399e-02   2.28272031e-02   3.61172644e-01
     8725  1.58725000e+02  1.00000000e-03   2.50241018e-02   2.27662557e-02   3.63038086e-01
     8750  1.58750000e+02  1.00000000e-03   2.52617244e-02   2.27083875e-02   3.65040560e-01
     8775  1.58775000e+02  1.00000000e-03   2.55089402e-02   2.26539503e-02   3.67164668e-01
     8800  1.58800000e+02  1.00000000e-03   2.57637542e-02   2.26032882e-02   3.69394558e-01
     8825  1.58825000e+02  1.00000000e-03   2.60242478e-02   2.25567420e-02   3.71714209e-01
     8850  1.58850000e+02  1.00000000e-03   2.62886415e-02   2.25146421e-02   3.74107550e-01
     8875  1.58875000e+02  1.00000000e-03   2.65552975e-02   2.24772804e-02   3.76558531e-01
     8900  1.58900000e+02  1.00000000e-03   2.68225334e-02   2.24449207e-02   3.79050182e-01
     8925  1.58925000e+02  1.00000000e-03   2.70885772e-02   2.24177913e-02   3.81564728e-01
     8950  1.58950000e+02  1.00000000e-03   2.73515209e-02   2.23960927e-02   3.84083711e-01
     8975  1.58975000e+02  1.00000000e-03   2.76093874e-02   2.23799998e-02   3.86588594e-01
     9000  1.59000000e+02  1.00000000e-03   2.78602276e-02   2.23696858e-02   3.89061310e-01
     9025  1.59025000e+02  1.00000000e-03   2.81022086e-02   2.23653331e-02   3.91484574e-01
     9050  1.59050000e+02  1.00000000e-03   2.83336333e-02   2.23671161e-02   3.93841830e-01
     9075  1.59075000e+02  1.00000000e-03   2.85529002e-02   2.23751566e-02   3.96116913e-01
     9100  1.59100000e+02  1.00000000e-03   2.87584596e-02   2.23894778e-02   3.98293811e-01
     9125  1.59125000e+02  1.00000000e-03   2.89488202e-02   2.24099885e-02   4.00356769e-01
     9150  1.59150000e+02  1.00000000e-03   2.91226066e-02   2.24365035e-02   4.02290711e-01
     9175  1.59175000e+02  1.00000000e-03   2.92786334e-02   2.24687823e-02   4.04081771e-01
     9200  1.59200000e+02  1.00000000e-03   2.94159478e-02   2.25065613e-02   4.05717690e-01
     9225  1.59225000e+02  1.00000000e-03   2.95338260e-02   2.25495665e-02   4.07187987e-01
     9250  1.59250000e+02  1.00000000e-03   2.96317444e-02   2.25975102e-02   4.08483949e-01
     9275  1.59275000e+02  1.00000000e-03   2.97093536e-02   2.26500732e-02   4.09598533e-01
     9300  1.59300000e+02  1.00000000e-03   2.97664539e-02   2.27068830e-02   4.10526186e-01
     9325  1.59325000e+02  1.00000000e-03   2.98031177e-02   2.27674675e-02   4.11263608e-01
     9350  1.59350000e+02  1.00000000e-03   2.98193249e-02   2.28312627e-02   4.11807563e-01
     9375  1.59375000e+02  1.00000000e-03   2.98152659e-02   2.28976561e-02   4.12156696e-01
     9400  1.59400000e+02  1.00000000e-03   2.97912527e-02   2.29659923e-02   4.12311232e-01
     9425  1.59425000e+02  1.00000000e-03   2.97477279e-02   2.30357001e-02   4.12272876e-01
     9450  1.59450000e+02  1.00000000e-03   2.96853829e-02   2.31062843e-02   4.12045629e-01
     9475  1.59475000e+02  1.00000000e-03   2.96049273e-02   2.31773593e-02   4.11634064e-01
     9500  1.59500000e+02  1.00000000e-03   2.95074131e-02   2.32485392e-02   4.11045302e-01
     9525  1.59525000e+02  1.00000000e-03   2.93938392e-02   2.33194690e-02   4.10286498e-01
     9550  1.59550000e+02  1.00000000e-03   2.92651863e-02   2.33897740e-02   4.09365157e-01
     9575  1.59575000e+02  1.00000000e-03   2.91223116e-02   2.34590460e-02   4.08288522e-01
     9600  1.59600000e+02  1.00000000e-03   2.89659339e-02   2.35268668e-02   4.07063388e-01
     9625  1.59625000e+02  1.00000000e-03   2.87967722e-02   2.35928051e-02   4.05696840e-01
     9650  1.59650000e+02  1.00000000e-03   2.86155861e-02   2.36564391e-02   4.04196159e-01
     9675  1.59675000e+02  1.00000000e-03   2.84232909e-02   2.37173659e-02   4.02569213e-01
     9700  1.59700000e+02  1.00000000e-03   2.82209914e-02   2.37752188e-02   4.00824466e-01
     9725  1.59725000e+02  1.00000000e-03   2.80099155e-02   2.38296675e-02   3.98970619e-01
     9750  1.59750000e+02  1.00000000e-03   2.77913184e-02   2.38804080e-02   3.97016416e-01
     9775  1.59775000e+02  1.00000000e-03   2.75663793e-02   2.39271470e-02   3.94970632e-01
     9800  1.59800000e+02  1.00000000e-03   2.73360675e-02   2.39695877e-02   3.92841856e-01
     9825  1.59825000e+02  1.00000000e-03   2.71011374e-02   2.40074172e-02   3.90638835e-01
     9850  1.59850000e+02  1.00000000e-03   2.68621871e-02   2.40403092e-02   3.88370881e-01
     9875  1.59875000e+02  1.00000000e-03   2.66198135e-02   2.40679343e-02   3.86048514e-01
     9900  1.59900000e+02  1.00000000e-03   2.63747680e-02   2.40899874e-02   3.83683864e-01
     9925  1.59925000e+02  1.00000000e-03   2.61281209e-02   2.41062160e-02   3.81291022e-01
     9950  1.59950000e+02  1.00000000e-03   2.58813657e-02   2.41164482e-02   3.78886106e-01
     9975  1.59975000e+02  1.00000000e-03   2.56364076e-02   2.41206119e-02   3.76486925e-01
    10000  1.60000000e+02  1.00000000e-03   2.53954601e-02   2.41187361e-02   3.74112414e-01
    10025  1.60025000e+02  1.00000000e-03   2.51608664e-02   2.41109461e-02   3.71781939e-01
    10050  1.60050000e+02  1.00000000e-03   2.49349086e-02   2.40974408e-02   3.69514564e-01
    10075  1.60075000e+02  1.00000000e-03   2.47196664e-02   2.40784703e-02   3.67328498e-01
    10100  1.60100000e+02  1.00000000e-03   2.45169498e-02   2.40543034e-02   3.65240681e-01
    10125  1.60125000e+02  1.00000000e-03   2.43283246e-02   2.40252004e-02   3.63266695e-01
    10150  1.60150000e+02  1.00000000e-03   2.41551849e-02   2.39914045e-02   3.61420828e-01
    10175  1.60175000e+02  1.00000000e-03   2.39988131e-02   2.39531398e-02   3.59716081e-01
    10200  1.60200000e+02  1.00000000e-03   2.38604223e-02   2.39106285e-02   3.58164314e-01
    10225  1.60225000e+02  1.00000000e-03   2.37411371e-02   2.38641028e-02   3.56776236e-01
    10250  1.60250000e+02  1.00000000e-03   2.36419521e-02   2.38138136e-02   3.55561418e-01
    10275  1.60275000e+02  1.00000000e-03   2.35637435e-02   2.37600416e-02   3.54528467e-01
    10300  1.60300000e+02  1.00000000e-03   2.35072441e-02   2.37030852e-02   3.53684838e-01
    10325  1.60325000e+02  1.00000000e-03   2.34731134e-02   2.36432689e-02   3.53036978e-01
    10350  1.60350000e+02  1.00000000e-03   2.34619010e-02   2.35809295e-02   3.52590011e-01
    10375  1.60375000e+02  1.00000000e-03   2.34740173e-02   2.35164216e-02   3.52347678e-01
    10400  1.60400000e+02  1.00000000e-03   2.35096025e-02   2.34501000e-02   3.52312001e-01
    10425  1.60425000e+02  1.00000000e-03   2.35684510e-02   2.33823186e-02   3.52483301e-01
    10450  1.60450000e+02  1.00000000e-03   2.36499679e-02   2.33134346e-02   3.52860272e-01
    10475  1.60475000e+02  1.00000000e-03   2.37532475e-02   2.32438217e-02   3.53440339e-01
    10500  1.60500000e+02  1.00000000e-03   2.38771859e-02   2.31738916e-02   3.54219966e-01
    10525  1.60525000e+02  1.00000000e-03   2.40206181e-02   2.31041011e-02   3.55194821e-01
    10550  1.60550000e+02  1.00000000e-03   2.41824547e-02   2.30349589e-02   3.56359892e-01
    10575  1.60575000e+02  1.00000000e-03   2.43616726e-02   2.29669982e-02   3.57708978e-01
    10600  1.60600000e+02  1.00000000e-03   2.45572318e-02   2.29007502e-02   3.59234175e-01
    10625  1.60625000e+02  1.00000000e-03   2.47679154e-02   2.28367075e-02   3.60925340e-01
    10650  1.60650000e+02  1.00000000e-03   2.49922218e-02   2.27753083e-02   3.62770048e-01
    10675  1.60675000e+02  1.00000000e-03   2.52283650e-02   2.27169388e-02   3.64754043e-01
    10700  1.60700000e+02  1.00000000e-03   2.54743913e-02   2.26619534e-02   3.66862029e-01
    10725  1.60725000e+02  1.00000000e-03   2.57282984e-02   2.26106967e-02   3.69078174e-01
    10750  1.60750000e+02  1.00000000e-03   2.59881517e-02   2.25635097e-02   3.71386474e-01
    10775  1.60775000e+02  1.00000000e-03   2.62521417e-02   2.25207263e-02   3.73770812e-01
    10800  1.60800000e+02  1.00000000e-03   2.65186245e-02   2.24826429e-02   3.76215217e-01
    10825  1.60825000e+02  1.00000000e-03   2.67859247e-02   2.24495293e-02   3.78702825e-01
    10850  1.60850000e+02  1.00000000e-03   2.70522903e-02   2.24216172e-02   3.81215983e-01
    10875  1.60875000e+02  1.00000000e-03   2.73158314e-02   2.23991117e-02   3.83736287e-01
    10900  1.60900000e+02  1.00000000e-03   2.75745762e-02   2.23821901e-02   3.86245163e-01
    10925  1.60925000e+02  1.00000000e-03   2.78265667e-02   2.23710245e-02   3.88724437e-01
    10950  1.60950000e+02  1.00000000e-03   2.80699512e-02   2.23657968e-02   3.91156694e-01
    10975  1.60975000e+02  1.00000000e-03   2.83030162e-02   2.23666847e-02   3.93525280e-01
    11000  1.61000000e+02  1.00000000e-03   2.85241506e-02   2.23738213e-02   3.95813983e-01
    11025  1.61025000e+02  1.00000000e-03   2.87317987e-02   2.23872462e-02   3.98006763e-01
    11050  1.61050000e+02  1.00000000e-03   2.89244572e-02   2.24068838e-02   4.00087796e-01
    11075  1.61075000e+02  1.00000000e-03   2.91007281e-02   2.24325604e-02   4.02041869e-01
    11100  1.61100000e+02  1.00000000e-03   2.92593942e-02   2.24640402e-02   4.03854906e-01
    11125  1.61125000e+02  1.00000000e-03   2.93994684e-02   2.25010614e-02   4.05514401e-01
    11150  1.61150000e+02  1.00000000e-03   2.95201962e-02   2.25433510e-02   4.07009613e-01
    11175  1.61175000e+02  1.00000000e-03   2.96210295e-02   2.25906236e-02   4.08331586e-01
    11200  1.61200000e+02  1.00000000e-03   2.97015962e-02   2.26425658e-02   4.09473040e-01
    11225  1.61225000e+02  1.00000000e-03   2.97616791e-02   2.26988140e-02   4.10428227e-01
    11250  1.61250000e+02  1.00000000e-03   2.98013041e-02   2.27589156e-02   4.11193463e-01
    11275  1.61275000e+02  1.00000000e-03   2.98204891e-02   2.28223093e-02   4.11765669e-01
    11300  1.61300000e+02  1.00000000e-03   2.98193622e-02   2.28883979e-02   4.12143001e-01
    11325  1.61325000e+02  1.00000000e-03   2.97982404e-02   2.29565177e-02   4.12325618e-01
    11350  1.61350000e+02  1.00000000e-03   2.97575274e-02   2.30260875e-02   4.12314888e-01
    11375  1.61375000e+02  1.00000000e-03   2.96979047e-02   2.30965956e-02   4.12114652e-01
    11400  1.61400000e+02  1.00000000e-03   2.96200357e-02   2.31676510e-02   4.11729161e-01
    11425  1.61425000e+02  1.00000000e-03   2.95249612e-02   2.32388616e-02   4.11165419e-01
    11450  1.61450000e+02  1.00000000e-03   2.94136770e-02   2.33098727e-02   4.10430525e-01
    11475  1.61475000e+02  1.00000000e-03   2.92871663e-02   2.33803144e-02   4.09531945e-01
    11500  1.61500000e+02  1.00000000e-03   2.91463118e-02   2.34497816e-02   4.08477038e-01
    11525  1.61525000e+02  1.00000000e-03   2.89918363e-02   2.35178575e-02   4.07272591e-01
    11550  1.61550000e+02  1.00000000e-03   2.88244540e-02   2.35841112e-02   4.05925658e-01
    11575  1.61575000e+02  1.00000000e-03   2.86449082e-02   2.36481187e-02   4.04443468e-01
    11600  1.61600000e+02  1.00000000e-03   2.84540864e-02   2.37094726e-02   4.02833809e-01
    11625  1.61625000e+02  1.00000000e-03   2.82530660e-02   2.37678009e-02   4.01105070e-01
    11650  1.61650000e+02  1.00000000e-03   2.80430652e-02   2.38227669e-02   3.99265954e-01
    11675  1.61675000e+02  1.00000000e-03   2.78253437e-02   2.38740644e-02   3.97325207e-01
    11700  1.61700000e+02  1.00000000e-03   2.76011065e-02   2.39213987e-02   3.95291623e-01
    11725  1.61725000e+02  1.00000000e-03   2.73713616e-02   2.39644744e-02   3.93173809e-01
    11750  1.61750000e+02  1.00000000e-03   2.71368992e-02   2.40029808e-02   3.90980473e-01
    11775  1.61775000e+02  1.00000000e-03   2.68983379e-02   2.40365939e-02   3.88720809e-01
    11800  1.61800000e+02  1.00000000e-03   2.66562683e-02   2.40649831e-02   3.86405129e-01
    11825  1.61825000e+02  1.00000000e-03   2.64114122e-02   2.40878382e-02   3.84045309e-01
    11850  1.61850000e+02  1.00000000e-03   2.61647865e-02   2.41048978e-02   3.81655142e-01
    11875  1.61875000e+02  1.00000000e-03   2.59178219e-02   2.41159769e-02   3.79250469e-01
    11900  1.61900000e+02  1.00000000e-03   2.56723691e-02   2.41209886e-02   3.76848887e-01
    11925  1.61925000e+02  1.00000000e-03   2.54306078e-02   2.41199482e-02   3.74469217e-01
    11950  1.61950000e+02  1.00000000e-03   2.51948736e-02   2.41129675e-02   3.72130804e-01
    11975  1.61975000e+02  1.00000000e-03   2.49674686e-02   2.41002371e-02   3.69852800e-01
    12000  1.62000000e+02  1.00000000e-03   2.47505090e-02   2.40820023e-02   3.67653574e-01
    12025  1.62025000e+02  1.00000000e-03   2.45458412e-02   2.40585308e-02   3.65550250e-01
    12050  1.62050000e+02  1.00000000e-03   2.43550636e-02   2.40300862e-02   3.63558622e-01
    12075  1.62075000e+02  1.00000000e-03   2.41795867e-02   2.39969142e-02   3.61693149e-01
    12100  1.62100000e+02  1.00000000e-03   2.40207061e-02   2.39592414e-02   3.59967026e-01
    12125  1.62125000e+02  1.00000000e-03   2.38796424e-02   2.39172894e-02   3.58392275e-01
    12150  1.62150000e+02  1.00000000e-03   2.37575345e-02   2.38712884e-02   3.56979775e-01
    12175  1.62175000e+02  1.00000000e-03   2.36553959e-02   2.38214864e-02   3.55739259e-01
    12200  1.62200000e+02  1.00000000e-03   2.35741213e-02   2.37681613e-02   3.54679485e-01
    12225  1.62225000e+02  1.00000000e-03   2.35144586e-02   2.37116080e-02   3.53808059e-01
    12250  1.62250000e+02  1.00000000e-03   2.34770782e-02   2.36521490e-02   3.53131590e-01
    12275  1.62275000e+02  1.00000000e-03   2.34625486e-02   2.35901195e-02   3.52655404e-01
    12300  1.62300000e+02  1.00000000e-03   2.34713063e-02   2.35258733e-02   3.52383456e-01
    12325  1.62325000e+02  1.00000000e-03   2.35035367e-02   2.34597648e-02   3.52318012e-01
    12350  1.62350000e+02  1.00000000e-03   2.35590923e-02   2.33921500e-02   3.52459653e-01
    12375  1.62375000e+02  1.00000000e-03   2.36374268e-02   2.33233833e-02   3.52807258e-01
    12400  1.62400000e+02  1.00000000e-03   2.37376763e-02   2.32538360e-02   3.53358429e-01
    12425  1.62425000e+02  1.00000000e-03   2.38587531e-02   2.31839128e-02   3.54109731e-01
    12450  1.62450000e+02  1.00000000e-03   2.39994904e-02   2.31140630e-02   3.55056930e-01
    12475  1.62475000e+02  1.00000000e-03   2.41587822e-02   2.30447893e-02   3.56195120e-01
    12500  1.62500000e+02  1.00000000e-03   2.43355983e-02   2.29766224e-02   3.57518299e-01
    12525  1.62525000e+02  1.00000000e-03   2.45289071e-02   2.29100960e-02   3.59018836e-01
    12550  1.62550000e+02  1.00000000e-03   2.47375253e-02   2.28457095e-02   3.60686923e-01
    12575  1.62575000e+02  1.00000000e-03   2.49599937e-02   2.27839090e-02   3.62510442e-01
    12600  1.62600000e+02  1.00000000e-03   2.51945600e-02   2.27250867e-02   3.64475346e-01
    12625  1.62625000e+02  1.00000000e-03   2.54392869e-02   2.26695999e-02   3.66566451e-01
    12650  1.62650000e+02  1.00000000e-03   2.56921697e-02   2.26177935e-02   3.68767967e-01
    12675  1.62675000e+02  1.00000000e-03   2.59512606e-02   2.25700088e-02   3.71063917e-01
    12700  1.62700000e+02  1.00000000e-03   2.62147250e-02   2.25265822e-02   3.73438166e-01
    12725  1.62725000e+02  1.00000000e-03   2.64809090e-02   2.24878148e-02   3.75874795e-01
    12750  1.62750000e+02  1.00000000e-03   2.67481432e-02   2.24539817e-02   3.78357061e-01
    12775  1.62775000e+02  1.00000000e-03   2.70146940e-02   2.24253185e-02   3.80867440e-01
    12800  1.62800000e+02  1.00000000e-03   2.72786901e-02   2.24020345e-02   3.83387604e-01
    12825  1.62825000e+02  1.00000000e-03   2.75381671e-02   2.23843098e-02   3.85898966e-01
    12850  1.62850000e+02  1.00000000e-03   2.77911595e-02   2.23723160e-02   3.88383270e-01
    12875  1.62875000e+02  1.00000000e-03   2.80357990e-02   2.23662336e-02   3.90822985e-01
    12900  1.62900000e+02  1.00000000e-03   2.82703559e-02   2.23662432e-02   3.93201369e-01
    12925  1.62925000e+02  1.00000000e-03   2.84932097e-02   2.23724873e-02   3.95502167e-01
    12950  1.62950000e+02  1.00000000e-03   2.87028006e-02   2.23850209e-02   3.97709322e-01
    12975  1.62975000e+02  1.00000000e-03   2.88976160e-02   2.24037844e-02   3.99806960e-01
    13000  1.63000000e+02  1.00000000e-03   2.90762394e-02   2.24286156e-02   4.01779750e-01
    13025  1.63025000e+02  1.00000000e-03   2.92374238e-02   2.24592848e-02   4.03613426e-01
    13050  1.63050000e+02  1.00000000e-03   2.93801493e-02   2.24955322e-02   4.05295248e-01
    13075  1.63075000e+02  1.00000000e-03   2.95036300e-02   2.25370862e-02   4.06814222e-01
    13100  1.63100000e+02  1.00000000e-03   2.96072919e-02   2.25836637e-02   4.08161149e-01
    13125  1.63125000e+02  1.00000000e-03   2.96907395e-02   2.26349568e-02   4.09328520e-01
    13150  1.63150000e+02  1.00000000e-03   2.97537371e-02   2.26906102e-02   4.10310387e-01
    13175  1.63175000e+02  1.00000000e-03   2.97962661e-02   2.27501893e-02   4.11102703e-01
    13200  1.63200000e+02  1.00000000e-03   2.98183769e-02   2.28131388e-02   4.11702508e-01
    13225  1.63225000e+02  1.00000000e-03   2.98201430e-02   2.28788750e-02   4.12107519e-01
    13250  1.63250000e+02  1.00000000e-03   2.98018819e-02   2.29467307e-02   4.12317796e-01
    13275  1.63275000e+02  1.00000000e-03   2.97639668e-02   2.30161144e-02   4.12334418e-01
    13300  1.63300000e+02  1.00000000e-03   2.97070506e-02   2.30865017e-02   4.12160947e-01
    13325  1.63325000e+02  1.00000000e-03   2.96317734e-02   2.31574914e-02   4.11801454e-01
    13350  1.63350000e+02  1.00000000e-03   2.95391496e-02   2.32286884e-02   4.11262717e-01
    13375  1.63375000e+02  1.00000000e-03   2.94301734e-02   2.32997370e-02   4.10551792e-01
    13400  1.63400000e+02  1.00000000e-03   2.93058287e-02   2.33702712e-02   4.09676089e-01
    13425  1.63425000e+02  1.00000000e-03   2.91670218e-02   2.34398897e-02   4.08643063e-01
    13450  1.63450000e+02  1.00000000e-03   2.90144833e-02   2.35081769e-02   4.07459505e-01
    13475  1.63475000e+02  1.00000000e-03   2.88489252e-02   2.35747044e-02   4.06132437e-01
    13500  1.63500000e+02  1.00000000e-03   2.86710772e-02   2.36390447e-02   4.04669040e-01
    13525  1.63525000e+02  1.00000000e-03   2.84818023e-02   2.37007878e-02   4.03077021e-01
    13550  1.63550000e+02  1.00000000e-03   2.82821497e-02   2.37595558e-02   4.01364687e-01
    13575  1.63575000e+02  1.00000000e-03   2.80733271e-02   2.38150073e-02   3.99540737e-01
    13600  1.63600000e+02  1.00000000e-03   2.78565958e-02   2.38668332e-02   3.97613913e-01
    13625  1.63625000e+02  1.00000000e-03   2.76331791e-02   2.39147370e-02   3.95593012e-01
    13650  1.63650000e+02  1.00000000e-03   2.74041216e-02   2.39584252e-02   3.93486667e-01
    13675  1.63675000e+02  1.00000000e-03   2.71702471e-02   2.39975893e-02   3.91303551e-01
    13700  1.63700000e+02  1.00000000e-03   2.69321948e-02   2.40319071e-02   3.89052753e-01
    13725  1.63725000e+02  1.00000000e-03   2.66905512e-02   2.40610477e-02   3.86744390e-01
    13750  1.63750000e+02  1.00000000e-03   2.64460112e-02   2.40846965e-02   3.84390087e-01
    13775  1.63775000e+02  1.00000000e-03   2.61995426e-02   2.41025840e-02   3.82003357e-01
    13800  1.63800000e+02  1.00000000e-03   2.59525128e-02   2.41145127e-02   3.79599746e-01
    13825  1.63825000e+02  1.00000000e-03   2.57067169e-02   2.41203815e-02   3.77196633e-01
    13850  1.63850000e+02  1.00000000e-03   2.54642966e-02   2.41201916e-02   3.74812705e-01
    13875  1.63875000e+02  1.00000000e-03   2.52275750e-02   2.41140418e-02   3.72467265e-01
    13900  1.63900000e+02  1.00000000e-03   2.49988684e-02   2.41021129e-02   3.70179533e-01
    13925  1.63925000e+02  1.00000000e-03   2.47803253e-02   2.40846444e-02   3.67968017e-01
    13950  1.63950000e+02  1.00000000e-03   2.45738276e-02   2.40619023e-02   3.65850020e-01
    13975  1.63975000e+02  1.00000000e-03   2.43810056e-02   2.40341523e-02   3.63841532e-01
    14000  1.64000000e+02  1.00000000e-03   2.42032872e-02   2.40016418e-02   3.61957184e-01
    14025  1.64025000e+02  1.00000000e-03   2.40419820e-02   2.39646003e-02   3.60210361e-01
    14050  1.64050000e+02  1.00000000e-03   2.38983174e-02   2.39232486e-02   3.58613238e-01
    14075  1.64075000e+02  1.00000000e-03   2.37734462e-02   2.38778150e-02   3.57176866e-01
    14100  1.64100000e+02  1.00000000e-03   2.36684016e-02   2.38285444e-02   3.55911139e-01
    14125  1.64125000e+02  1.00000000e-03   2.35840950e-02   2.37757109e-02   3.54824958e-01
    14150  1.64150000e+02  1.00000000e-03   2.35212933e-02   2.37196060e-02   3.53926088e-01
    14175  1.64175000e+02  1.00000000e-03   2.34806778e-02   2.36605495e-02   3.53221292e-01
    14200  1.64200000e+02  1.00000000e-03   2.34628361e-02   2.35988748e-02   3.52716097e-01
